gender,race,age,experience,education_years,gpa,test_score,hired
Male,White,49,37,19,2.7810272706453345,873,1
Male,Asian,41,31,17,2.8105229857199086,1024,1
Female,White,64,7,20,3.6826084415203733,1598,1
Female,Black,56,17,17,2.290253555752785,1111,0
Female,Asian,75,33,13,2.0704137430001484,516,1
Male,Black,34,6,16,2.553459445702287,1216,1
Male,Black,60,18,13,2.324067014835019,1559,1
Female,Asian,38,16,12,3.5946293383085024,1548,1
Female,White,77,23,14,2.839338036802208,1163,1
Male,White,78,15,17,2.6529050080634207,1193,1
Male,Asian,37,1,17,3.539752285757805,943,1
Female,Black,60,38,12,3.55186272131889,620,1
Non-binary,Other,50,31,21,3.6450673257715733,1179,1
Male,White,47,37,14,3.0531707133013666,907,1
Female,Black,51,15,12,2.4846451050272536,1289,1
Male,White,67,24,17,2.76875327645001,1533,1
Male,Asian,70,23,13,2.513786456701787,1353,1
Female,White,48,18,14,2.2568608321921237,1053,1
Non-binary,White,38,9,17,3.2877751605379313,1324,1
Male,White,41,28,15,2.7935087921408766,1567,1
Male,Black,48,10,21,2.7534379005233127,1126,1
Female,Asian,53,25,19,3.4522534852655644,1365,1
Male,Asian,51,36,19,2.281644742850207,1210,1
Male,Asian,59,9,14,2.9033748657937526,826,1
Male,Black,34,10,21,3.68410122097393,751,1
Male,White,53,29,12,2.4392204320039568,1066,1
Male,White,37,14,21,2.9597867601369803,1461,1
Male,White,40,25,21,3.6002128014997563,1215,1
Male,White,27,23,20,2.790683459704899,652,1
Male,Other,31,28,21,2.7512763321766425,1450,1
Non-binary,Hispanic,33,20,16,3.9291015781014753,1528,1
Non-binary,Hispanic,51,12,16,2.095688381060714,941,0
Male,Asian,73,0,20,3.1951760471251265,1152,0
Non-binary,Asian,26,13,19,3.948293003588383,768,1
Female,White,58,19,21,3.619164415477081,519,1
Male,Asian,49,32,18,2.9246266625720763,1308,1
Female,Hispanic,18,24,15,3.888450404369738,851,1
Non-binary,White,56,18,12,2.0990971840835186,468,1
Male,Asian,23,26,19,3.248475985585091,789,1
Non-binary,Hispanic,47,36,16,3.925674726719525,571,1
Male,Black,56,18,21,2.0038492360737705,1090,0
Male,White,50,22,21,3.7582154252358038,502,1
Female,White,68,31,15,3.088473655927608,1492,1
Female,Black,73,2,15,2.1988606412131664,844,0
Male,Black,53,24,12,3.596922385567762,613,1
Female,White,67,18,13,2.5238402304351597,839,0
Female,Black,27,38,20,3.9489240769762,403,1
Female,White,63,26,21,3.1578297977140473,635,1
Non-binary,Asian,68,8,14,3.407626485820999,547,1
Non-binary,Hispanic,34,4,19,2.218206586380382,878,1
Male,Black,70,36,16,3.514939639283151,1512,1
Non-binary,Black,65,1,13,3.6801679104439238,427,0
Female,White,53,2,20,3.8031769933784245,514,1
Male,Asian,61,39,20,3.7874961697369516,542,1
Female,Black,22,15,21,2.965659105937233,1078,1
Male,Black,22,15,21,2.5974145398336566,524,1
Male,White,34,20,20,2.8357189162291707,668,1
Male,White,44,0,19,2.412211226684586,1263,1
Male,Other,36,33,17,2.792252060775379,1507,1
Male,White,72,9,13,2.3082968538956843,1304,1
Male,Asian,78,25,17,2.9990640233776418,909,1
Female,Hispanic,60,10,15,3.4144604359144677,1341,1
Female,White,44,22,15,2.712942136742637,996,1
Male,White,73,1,18,2.8547783702932863,519,1
Male,Asian,66,31,16,2.5347254920698985,1251,1
Female,Black,28,11,17,3.6756843792055856,1075,1
Non-binary,Black,49,2,17,3.278706347352756,591,0
Female,White,78,21,17,3.4752024849547274,844,1
Male,Black,75,10,15,3.6578376651107627,1068,1
Female,Hispanic,36,3,19,2.2106377812996874,579,0
Male,Black,52,17,20,3.908359453040805,605,1
Non-binary,Black,73,3,12,2.7326235670269448,1108,0
Female,Other,79,18,19,3.588827388839747,1307,1
Male,Asian,36,33,13,3.644517993826295,957,1
Female,Asian,48,2,21,2.2480789602751585,862,1
Male,White,57,17,18,2.7942748858568978,745,1
Female,Asian,64,8,19,3.4923197625557743,441,1
Male,Other,57,11,13,2.297067372793874,1042,1
Male,White,64,34,18,3.0498002436799645,510,1
Male,Asian,55,18,12,3.0784050127046925,1225,1
Male,White,35,34,21,3.38005859785535,1390,1
Male,Asian,28,30,19,2.344573787827086,656,1
Female,White,27,8,15,3.5520680233015183,1272,1
Non-binary,Hispanic,43,33,19,3.721790735140412,851,1
Female,Hispanic,53,24,12,2.846094802850801,1428,1
Male,White,76,37,14,2.747023860980102,1460,1
Female,Black,64,3,19,3.332633202940041,591,0
Non-binary,Black,45,14,13,3.2510565818713806,1552,0
Female,Asian,18,25,15,2.2295677932403164,763,1
Male,White,30,35,14,3.3967232423115754,1563,1
Male,Hispanic,29,22,17,3.9840215019193,1395,1
Female,White,61,2,20,3.049592069301843,924,0
Female,Asian,36,14,18,3.1430381894290758,858,1
Male,White,70,36,20,2.5857371964639158,1261,1
Non-binary,White,65,21,15,3.619276932523383,709,1
Male,White,65,22,19,3.6935054041656,1593,1
Male,Black,62,38,19,2.8106719983652884,492,1
Male,Hispanic,61,36,14,2.522895015622284,1115,1
Male,White,40,8,12,3.417299163853751,418,1
Male,White,24,19,14,2.0987999731851126,478,1
Non-binary,Other,68,29,18,2.877375609709925,498,1
Female,White,46,20,13,2.07349623411217,529,1
Male,White,47,18,20,2.450030446542751,493,1
Male,Black,70,1,18,2.045468079845567,1133,0
Male,White,56,8,13,2.6538472255186965,1462,1
Female,Other,74,25,16,2.0626528487201066,885,1
Non-binary,Asian,41,3,19,2.000260022541593,538,1
Female,White,75,16,18,3.528671133303215,822,1
Male,Other,28,24,19,2.2780996279903336,558,1
Female,Hispanic,30,35,18,2.0090453165153805,1274,1
Male,Hispanic,48,7,19,2.544292814604843,1106,1
Non-binary,White,60,24,14,3.5972880592580747,683,1
Female,White,37,37,20,2.4042843204477036,465,1
Female,Other,44,36,16,2.1986929028407194,1402,1
Male,Black,56,37,18,3.712863539007067,1127,1
Female,White,19,18,15,2.818237215158124,745,1
Female,Asian,29,16,13,2.688160402038666,743,1
Male,Hispanic,61,24,14,3.2311585173445723,656,1
Male,Black,72,0,16,3.1676343543205663,666,0
Female,Black,50,18,13,3.7140708599512413,590,1
Male,Asian,54,26,15,2.509969559991516,465,1
Male,Asian,78,5,17,2.6771619518353864,841,1
Male,Asian,54,27,20,3.5786902168887407,634,1
Female,White,38,31,21,3.815020028320954,862,1
Male,White,46,6,21,3.4721542139260677,826,1
Female,Black,63,9,18,3.2470883367893313,685,0
Male,White,56,39,19,2.4220060407746358,808,1
Male,Asian,69,19,21,3.0079253263293464,1271,1
Male,White,61,32,21,2.871117444507205,974,1
Male,Hispanic,77,34,15,3.383080955030335,1173,1
Male,White,67,39,13,2.9637223885340234,1000,1
Female,Hispanic,29,25,18,2.1969049694799505,1097,1
Male,Black,21,4,20,3.089936343147002,1573,1
Non-binary,Hispanic,53,9,17,3.1033905221070683,919,1
Male,Hispanic,70,10,21,3.2228469065561423,564,1
Male,White,28,3,18,2.6160554097470623,677,1
Male,Asian,58,13,13,3.3930065765750967,619,1
Female,White,29,38,18,2.3527736735687657,1355,1
Female,White,56,34,17,2.765123529789058,1268,1
Female,Black,75,4,19,2.816619857642981,775,1
Male,Asian,66,37,21,3.653353951438848,1297,1
Male,Asian,21,8,21,3.1806988891483288,1000,1
Female,Black,35,6,16,3.7798726580433755,654,0
Male,White,42,30,14,3.4198575229351795,714,1
Male,White,50,6,18,3.203713323474147,800,1
Male,White,52,5,14,2.530636814500318,1347,1
Female,White,27,38,19,3.114134870878182,1116,1
Female,White,70,26,17,3.718717710669572,876,1
Female,Hispanic,73,33,12,2.8015945703186276,1548,1
Male,White,37,21,15,3.830698937734027,1344,1
Female,Hispanic,40,37,13,2.460150067871141,1034,1
Male,Hispanic,22,15,20,2.005617870768375,1590,1
Male,Black,20,28,13,2.828985627805875,1340,1
Male,Hispanic,41,6,20,3.574901184288552,602,1
Non-binary,Other,31,16,21,3.405261166419322,1492,1
Non-binary,Asian,48,14,12,2.5518453722874543,1433,1
Male,White,71,25,19,2.40161508002472,781,1
Female,Black,68,10,15,2.749746075786544,1506,1
Non-binary,White,24,1,14,2.3885194542023003,1215,1
Male,White,36,9,17,3.6803478417076145,423,1
Female,Black,43,29,18,2.2513312928442257,745,1
Male,White,50,1,12,3.267766300508181,1204,1
Male,White,79,4,17,2.151484653840777,882,1
Female,White,74,37,21,2.710623514929478,848,1
Female,Black,48,20,15,2.8381988477919218,1327,1
Female,White,65,29,18,2.256789326280219,1352,1
Non-binary,White,63,17,18,3.913143679919304,604,1
Female,White,24,17,20,3.655841734576536,1330,1
Non-binary,Black,76,23,14,3.117800729762159,1410,1
Male,Asian,69,19,18,3.4556653731188303,1311,1
Non-binary,Asian,41,16,13,2.3973677254329497,985,1
Non-binary,White,50,22,17,2.5834599676138783,902,1
Female,Asian,45,11,12,3.090538677388898,867,1
Non-binary,Other,58,6,17,3.9427524442315294,784,1
Male,Hispanic,27,4,16,3.288547492741973,1218,1
Male,Asian,36,23,21,3.80239892668345,924,1
Male,Hispanic,50,35,13,2.1350315385983443,1099,1
Male,White,64,13,19,2.912931773864334,713,1
Female,Black,34,20,21,3.3100221463315287,464,1
Male,White,70,29,13,2.5939998026436473,898,1
Female,Black,53,16,16,2.6160856471080374,872,0
Female,Asian,27,20,17,3.7103670946755356,855,1
Female,White,48,28,18,3.066747258339639,1279,1
Female,Asian,45,37,16,3.3386012626367556,1537,1
Non-binary,White,29,25,19,3.2228978977316305,1055,1
Male,White,54,18,17,2.507422185293334,1465,1
Male,White,56,21,13,2.6969734445748195,1235,1
Male,White,71,18,12,3.0704341406941342,1462,1
Male,Black,32,12,20,3.531956821755866,927,1
Female,Other,47,15,21,2.7961895594929835,1134,1
Female,Hispanic,44,26,19,2.8981469766257195,1599,1
Male,White,40,9,15,2.468469200985193,922,1
Male,Other,79,20,21,2.3938679424571276,1376,1
Male,Black,51,3,17,2.970407765149382,733,1
Male,Hispanic,65,32,13,2.6811208780370404,722,1
Female,White,61,24,12,2.632651640437555,1132,1
Female,White,57,21,13,2.7524724707808224,820,1
Male,Asian,42,25,13,2.28999603121518,1273,1
Female,Asian,74,32,21,2.151488116111378,837,1
Male,Hispanic,73,17,18,3.649738565479591,1071,1
Non-binary,White,69,2,21,2.1439698711967967,1132,0
Male,White,72,23,15,3.2915519496348336,1514,1
Male,Asian,49,1,14,2.391854365123734,1257,1
Female,Black,22,10,15,3.1013398221670254,789,0
Female,Black,56,20,15,2.593069707352181,1423,0
Male,Asian,20,28,15,3.710678977129661,521,1
Male,Black,63,2,15,3.7526074476338676,1419,0
Female,White,22,10,15,2.8961950205703273,1359,1
Non-binary,White,56,37,19,2.6321056683118433,1567,1
Non-binary,Hispanic,33,28,17,3.0031034943468073,1313,1
Male,Black,26,18,15,2.836280532139062,1308,1
Non-binary,White,71,26,21,3.4669180967645237,958,1
Female,Asian,31,28,21,3.1274782607504235,433,1
Non-binary,Black,24,12,12,3.8588083992976028,1475,0
Non-binary,Black,38,38,21,2.6753344956655782,834,1
Male,Black,19,37,17,2.416899375498436,1264,1
Male,Asian,71,0,20,2.7659283852985483,1413,1
Male,White,37,8,20,2.700058129811133,882,1
Male,Other,23,37,14,3.689486122725808,1059,1
Male,Hispanic,62,38,13,2.245741581295798,751,1
Female,Black,44,0,12,2.2821327924108923,1218,0
Male,Asian,77,8,16,2.275535209894054,1078,0
Female,White,18,28,19,2.220502331741983,1351,1
Male,Other,52,35,12,2.6732612154612587,547,1
Non-binary,White,30,39,13,3.4392848026661014,421,1
Male,Black,23,20,14,2.041454977978921,591,1
Female,White,58,15,20,3.576171967755005,755,1
Female,Black,46,7,19,3.5827154667488488,1346,1
Male,Asian,65,11,18,2.2946887797536215,762,1
Male,Asian,64,14,14,2.755979744913504,1132,1
Male,White,38,34,20,2.52286093652968,773,1
Male,White,54,5,18,2.4213460982719295,1199,1
Male,White,53,29,12,2.749243512838439,820,1
Male,Black,51,1,16,3.336008638024979,783,1
Male,Hispanic,56,32,14,2.7145723973048,795,1
Female,White,25,38,19,3.045728563550164,1369,1
Female,Black,57,28,20,2.1734273991204347,1594,1
Male,White,50,33,15,2.138320130839489,685,1
Non-binary,Black,33,8,21,3.8811476994748,1262,1
Male,White,70,27,18,3.3654781412141244,1095,1
Female,Black,62,3,18,2.106586996824769,1227,0
Male,Hispanic,28,15,16,3.4719146303315775,1399,1
Male,Asian,61,17,16,3.3367721655898652,860,1
Male,Black,18,9,20,3.414763092052972,708,1
Non-binary,Asian,60,34,12,3.1500940116090534,683,1
Non-binary,Black,44,7,17,2.6606900180319393,1183,0
Female,Black,31,11,15,2.144545219411328,1270,1
Female,Asian,62,0,15,2.021041416685514,534,1
Non-binary,Asian,54,37,12,2.0380595131887937,629,1
Male,White,23,26,20,3.4399596966688324,1200,1
Female,Black,72,4,16,2.4139248037818013,1473,0
Male,White,37,26,14,2.098419940115595,630,1
Male,Black,39,1,17,3.7234590171102155,1227,1
Male,White,30,18,20,3.0462362639882574,636,1
Female,Asian,39,8,19,3.290049195870399,1535,1
Male,White,35,27,15,3.3752912351992217,1593,1
Male,White,44,13,19,3.5512028080442075,1544,1
Male,White,41,3,15,3.8019223894514313,600,1
Male,White,22,32,19,2.2150467582428295,848,1
Male,Black,36,21,18,2.921416631913332,1011,1
Male,Black,31,25,14,3.6683018925683184,696,1
Male,White,23,37,16,2.4419972038427904,703,1
Male,White,40,5,20,2.2613997580108727,889,0
Male,Black,57,28,20,3.368779813692589,488,1
Male,White,42,32,20,3.5914180511469738,435,1
Female,White,56,3,20,3.615573734159788,1578,1
Non-binary,Other,29,20,20,3.58119374430817,774,1
Female,White,28,38,16,3.82286453921738,913,1
Male,Black,37,31,14,3.778317745328462,1267,1
Female,White,20,9,19,2.4213561412282365,823,1
Male,Black,56,17,19,2.964295192499586,1228,1
Male,White,78,14,12,3.104690542253115,582,1
Female,Black,56,6,16,2.351138530882633,895,0
Female,White,58,15,20,2.211033651041533,939,1
Female,White,73,10,17,2.814939199517812,744,1
Male,White,77,3,18,3.345692833906039,1165,1
Male,Hispanic,70,9,17,3.8230833979151244,541,1
Male,White,38,36,16,2.6092734183474535,1513,1
Male,Black,36,39,16,3.8338274779190806,722,1
Male,White,30,4,12,3.145012584803644,1358,1
Female,White,22,21,21,2.340184648861739,646,1
Male,Black,74,13,13,2.738574687105343,1168,1
Non-binary,Black,23,20,18,3.4435928950410784,606,1
Female,White,36,19,14,2.306362801006287,1495,1
Male,White,49,21,21,3.8123314018400336,1120,1
Non-binary,Asian,31,16,13,3.741537036405803,1353,1
Non-binary,Hispanic,63,33,14,2.811903883072522,568,1
Female,Black,27,20,21,3.996842327178522,1448,1
Non-binary,Hispanic,46,12,15,2.720321509870917,819,1
Male,White,77,15,15,3.172560968719493,1164,1
Female,White,44,38,12,3.8305045032538154,1563,1
Female,White,60,26,16,3.5557023913821912,522,1
Non-binary,White,59,29,16,2.9660550998675586,527,1
Male,Asian,19,1,16,2.046279532999131,1476,0
Female,White,72,27,21,2.428698005152036,571,1
Female,White,78,33,17,3.3190952408504844,1391,1
Female,Hispanic,55,26,19,3.1648989976815516,904,1
Male,Asian,33,22,14,2.5413862234633857,814,1
Male,White,62,19,21,2.1622763163685477,1542,1
Female,Asian,60,20,19,2.379994156061793,1334,1
Male,Black,79,11,15,2.146075676321545,446,1
Female,Black,71,36,18,2.090454488177972,490,1
Non-binary,White,70,25,15,3.97609885881893,1431,1
Male,White,34,38,14,3.899686123064447,1303,1
Non-binary,Other,26,26,13,3.0415552382615125,446,1
Male,Hispanic,31,8,15,3.4666436446113273,773,1
Male,White,79,11,14,3.8568019404499925,556,1
Male,White,50,19,21,2.7802427528647256,881,1
Female,Asian,31,14,14,3.5256416224622202,1284,1
Female,White,21,33,20,2.5330282908662127,1300,1
Male,White,34,4,17,3.7909135693956375,572,1
Male,Asian,70,32,21,3.2619315003450913,410,1
Female,Asian,75,33,19,3.1279546242406786,421,1
Male,White,45,13,16,2.710212653581604,443,1
Female,Other,36,37,20,3.4747870222807946,934,1
Female,White,53,22,18,3.810324799764179,734,1
Non-binary,White,56,1,16,2.571334732722608,404,0
Male,Black,39,36,15,2.734283837202557,414,1
Male,Black,53,22,16,2.960725730341287,1303,1
Non-binary,Asian,27,29,15,3.821447957963403,940,1
Female,White,41,26,18,3.9050935221653367,991,1
Female,Asian,35,17,18,2.360738759152431,497,1
Female,White,35,3,21,3.2549178754683634,849,1
Female,Black,57,30,19,2.2544466103210166,520,1
Female,Hispanic,77,25,21,3.96798010494948,900,1
Female,Black,26,22,21,2.3679283468211256,1120,1
Male,White,46,33,14,3.9558829472439383,1242,1
Female,Other,38,31,15,2.213156949511352,978,1
Male,Asian,26,4,14,2.2048884353559295,1324,1
Male,White,56,34,21,3.2889453950194008,484,1
Male,White,39,36,17,3.1085614146649587,716,1
Female,White,51,1,18,2.43163205038422,1257,1
Male,White,61,7,15,2.138574107516967,830,1
Male,White,29,9,17,2.3378395880595937,1502,1
Non-binary,White,69,18,13,3.72001908743006,475,1
Female,White,27,8,19,3.493854563358483,1291,1
Female,Black,78,22,12,3.8932315607653134,605,1
Female,White,65,37,19,3.5615261092325605,1297,1
Male,White,52,16,16,2.11378932679947,821,1
Male,White,68,0,18,2.974543694056281,1504,1
Male,White,52,27,12,3.4256348928267064,1147,1
Non-binary,White,50,28,15,3.4860321401602556,1505,1
Male,Hispanic,27,35,14,3.8714570895335587,1484,1
Female,White,50,8,15,2.078565485841051,1028,1
Male,Black,71,0,18,3.508108532110679,1009,0
Non-binary,White,21,21,13,2.9120403786420637,418,1
Female,Asian,35,13,18,3.2394349465202916,547,1
Male,White,28,3,13,2.1921523211761555,464,1
Male,Black,52,15,20,3.1355134066117833,677,1
Male,Black,74,7,16,2.338456403390182,1200,0
Male,White,58,21,17,2.4799518012007056,1493,1
Male,White,75,39,16,3.2922386441656926,885,1
Male,White,49,5,12,3.3481276374056623,1338,1
Female,White,35,37,20,3.9147531208062514,585,1
Male,White,59,37,13,2.7236149965198555,706,1
Male,White,23,29,18,3.1006230942059627,1338,1
Male,White,33,37,12,2.411918572161082,1121,1
Male,Asian,54,7,12,3.9831663857236386,506,1
Male,Hispanic,24,38,16,2.3930337774318415,412,1
Non-binary,Other,48,17,17,3.3005223498934586,432,1
Non-binary,Asian,67,26,17,2.828394589516503,876,1
Male,Black,58,27,17,2.4277952916200736,1472,1
Female,Black,59,31,21,2.589849126777227,865,1
Female,Asian,39,37,15,2.07568684204155,1494,1
Male,White,72,21,15,3.935312695256048,1233,1
Male,White,71,20,18,2.0823625523175036,432,1
Male,Black,70,32,17,3.069205960579495,1136,1
Female,White,21,15,19,3.4126234842498717,1344,1
Female,Other,46,37,18,2.90999691747579,1099,1
Male,White,78,7,16,3.861287320705352,757,1
Male,Black,21,27,15,3.821481518331197,644,1
Female,White,66,36,20,2.1189336972437727,998,1
Male,White,72,23,21,2.2202247047428205,1392,1
Female,Black,65,39,19,2.3185250448966404,1030,1
Male,Black,22,18,19,2.1329467281268553,1582,1
Female,White,62,38,15,3.533855361365654,1214,1
Male,Asian,43,39,12,2.2792004196674203,1595,1
Female,Asian,68,11,16,3.378163172525803,870,1
Male,Asian,59,30,16,3.7297823835120907,585,1
Female,White,19,21,19,3.396348475371676,1389,1
Male,White,36,11,13,3.239261894512995,900,1
Non-binary,Hispanic,28,10,15,2.144249812994869,1379,1
Female,Asian,50,21,21,2.0799352384183507,1480,1
Non-binary,Asian,64,13,13,3.8123131047956846,562,1
Female,Asian,70,3,12,2.8361764421832456,510,0
Female,Other,47,27,16,2.255372954687582,1303,1
Female,Asian,49,17,13,3.1417250729515427,1595,1
Non-binary,White,24,25,15,3.9919165590546557,1076,1
Female,Black,79,25,17,2.189069655859082,933,0
Female,White,21,34,12,3.4311058405288652,571,1
Male,White,64,26,12,3.0936211840467083,980,1
Female,White,58,16,17,2.87820679146389,1153,0
Male,White,58,31,13,3.903340594090893,689,1
Non-binary,Asian,48,33,15,2.4453521220862555,518,1
Non-binary,White,70,15,20,3.0471440222807415,987,0
Male,White,32,25,13,3.44064881606971,1346,1
Male,Hispanic,24,2,13,2.7442064906829264,1505,1
Female,White,24,4,15,3.283578984571214,1468,0
Male,Asian,28,23,20,2.3073327334456355,1207,1
Male,Asian,33,32,17,3.7978261755718696,855,1
Male,White,37,16,16,3.950079953082924,954,1
Male,Asian,55,12,12,3.8794834258262814,594,1
Male,White,56,1,21,3.9972034329435386,1175,1
Male,Hispanic,31,1,21,2.9835121398171003,525,0
Male,White,42,18,14,2.424655499977674,774,1
Male,White,28,39,15,3.5401356471922907,478,1
Female,White,55,17,14,2.9356987752132055,1228,1
Male,Asian,46,14,15,2.0735930445479167,996,1
Male,Asian,20,2,15,3.176814342045305,1382,1
Female,White,65,22,20,3.684806875157374,497,1
Female,Hispanic,79,11,21,3.741300427851954,1007,1
Male,White,49,0,18,2.895700860942637,458,1
Male,Asian,33,26,14,2.1690588782533387,754,1
Male,Asian,43,28,14,3.043825237013803,672,1
Male,Asian,32,0,12,3.4061164339391663,696,1
Female,White,71,18,17,3.515190523810272,593,1
Male,White,23,29,16,2.1788481847807013,749,1
Female,Asian,57,16,19,3.8635673863162827,1510,1
Male,White,79,17,14,3.1173839289107796,438,1
Male,Asian,34,18,15,2.0271329578460273,552,1
Non-binary,White,39,34,20,2.0381189074347414,946,1
Non-binary,Black,25,21,13,3.1902309725172486,1069,0
Female,White,71,15,15,3.3712163661512466,728,1
Non-binary,White,20,3,21,3.1331182067420817,1383,1
Male,White,43,7,18,3.9275330015180656,929,1
Female,White,56,1,21,3.651917869397979,1537,1
Female,Asian,64,10,15,3.654777623587184,1074,1
Female,Black,74,28,17,3.4733640059926785,661,1
Female,White,50,10,15,2.8080651252306144,471,0
Male,Other,23,31,20,3.5889626066724416,1496,1
Non-binary,Other,32,24,14,3.119676592071488,907,1
Female,Black,19,15,17,3.9019496429859126,476,1
Male,White,27,1,14,2.1645022865485606,962,0
Male,Other,45,12,14,3.521711787366237,1112,1
Female,Hispanic,67,1,20,3.8344446614343104,721,1
Female,Asian,51,8,14,2.8456732697871883,401,1
Male,Black,46,16,18,3.9875562842639996,914,1
Female,Black,62,27,21,2.7677856472724174,1190,0
Female,Hispanic,53,26,19,3.84789418941003,1024,1
Male,Hispanic,75,4,18,3.2822638871681384,1100,0
Female,Asian,42,14,21,3.6723086507828016,691,1
Female,White,47,27,18,2.9931753006192023,1384,1
Male,Black,31,27,20,3.255922264339648,1148,1
Female,Black,62,30,20,3.3933697334302346,802,1
Female,White,59,7,12,2.6279318429275342,1354,1
Female,Other,33,7,15,2.800362103879555,1461,0
Female,Asian,28,34,15,2.864208653965032,729,1
Male,White,36,38,13,2.597215376094251,800,1
Female,White,62,30,21,2.837823891502276,1171,1
Non-binary,White,62,11,20,2.2330943590167998,1292,0
Female,White,75,31,15,3.0962511275109263,496,1
Male,Black,53,21,17,2.1982393039705332,1422,1
Male,White,44,6,20,3.381815603230792,863,1
Male,White,39,14,18,2.911184199163648,1040,1
Male,Asian,37,11,20,3.681730995240036,1403,1
Male,White,48,24,19,2.8240599302675338,1296,1
Female,Black,44,5,20,3.2601870456435793,1434,1
Female,Black,43,0,21,2.151470548536409,722,0
Male,Other,38,33,12,2.5816555343611984,674,1
Male,Black,46,20,18,3.738472047998264,409,1
Male,White,67,29,17,2.252269321980937,1216,1
Male,White,33,7,12,3.0652311944145225,1127,1
Male,Black,19,12,20,2.9385538688323,524,1
Female,Asian,51,6,14,3.3440741801658334,1525,1
Non-binary,Other,54,34,13,3.890661383071336,1061,1
Male,White,34,27,18,3.686641186090581,579,1
Non-binary,Black,58,12,19,3.297111063052133,1358,0
Male,Black,53,30,17,3.9658445921794736,1406,1
Female,Hispanic,51,16,13,3.0728968856311725,470,1
Male,White,75,11,16,3.1314337541360606,760,1
Male,Other,61,13,21,2.6403955560697963,587,1
Male,Asian,31,35,15,3.9934528514819148,747,1
Male,Asian,31,10,19,2.1987730395218517,694,1
Male,Asian,78,5,20,2.286013612016306,1519,0
Female,White,53,35,15,2.286243457220885,1186,1
Male,Black,72,20,20,3.5659449906650442,985,1
Male,Hispanic,24,13,12,3.0749171761698646,1547,1
Male,Asian,41,15,21,3.1867933178515426,701,1
Male,White,69,12,17,3.0489905360676657,1154,1
Male,White,50,30,20,3.089600645464313,1013,1
Male,White,63,39,20,3.6491440485182265,949,1
Male,Asian,49,25,18,2.391397187616449,1313,1
Non-binary,Asian,62,1,21,2.16661257355932,699,1
Female,Asian,53,26,19,3.1543158168138676,614,1
Female,White,26,24,16,3.803345566346538,1343,1
Male,Asian,38,10,21,2.539779906218693,780,1
Non-binary,Black,58,32,19,3.825154793101369,1041,1
Male,Black,25,25,18,2.373426386516112,482,1
Male,Other,39,35,20,2.432781363830795,550,1
Female,White,26,11,13,3.146904418744822,878,1
Female,Black,35,26,18,3.0360076860540586,1424,1
Female,White,42,22,13,3.6336798247277016,1298,1
Female,Black,24,3,15,2.6603377428431907,1079,1
Female,Black,61,9,17,2.6277315157804364,978,1
Male,Black,27,16,20,2.705338057473595,933,1
Male,Black,66,24,16,2.970760584168736,1591,1
Male,Asian,73,23,15,3.9769545006903204,646,1
Female,Black,68,1,17,2.4945769659314783,673,0
Female,Asian,41,7,16,3.6105237493261155,1544,1
Male,White,43,22,14,3.213930571780823,466,1
Male,Hispanic,69,8,20,3.638929951695874,403,1
Male,White,43,18,13,3.4016698070188793,994,1
Male,Black,76,23,15,2.1990991334730934,945,1
Non-binary,Black,54,22,18,2.423862600860521,706,0
Male,White,46,38,15,3.2623241696850434,1355,1
Female,White,19,17,18,3.775186223344654,516,1
Male,Other,56,1,20,3.0777210235757657,564,0
Female,Black,60,19,21,2.658960509544163,1517,1
Male,Asian,70,19,19,3.622055305834507,989,1
Female,Hispanic,50,7,21,3.256829333424514,552,1
Non-binary,Other,70,1,21,3.195059385676582,1589,0
Male,Asian,48,38,19,2.7887128729846875,497,1
Male,Black,27,28,14,2.0983919946047696,487,1
Male,White,74,1,12,2.9358485137845043,1267,1
Female,Black,34,30,16,3.3630642231879513,805,1
Male,Asian,76,8,14,2.930566181353039,984,1
Male,Asian,25,6,13,2.923047503546365,1599,1
Non-binary,Black,75,3,16,2.240263486859779,1059,1
Female,White,69,36,13,2.091993236713275,1468,1
Non-binary,White,30,21,21,3.3316676076350182,1108,1
Female,Black,53,4,13,2.1719832866978304,737,1
Female,White,39,37,15,3.00763825709429,1367,1
Female,White,34,23,18,3.2562173731369484,889,1
Non-binary,Asian,52,19,20,2.3538292132004246,848,1
Male,Asian,65,7,14,2.446095523219662,575,1
Male,Asian,40,32,13,3.0556041024125746,1597,1
Female,White,55,38,21,3.876427028961965,522,1
Female,Asian,43,4,17,2.3188073889120338,1339,1
Male,White,29,25,18,3.582313103453692,530,1
Male,Hispanic,72,7,16,2.65893838428781,947,1
Male,White,46,35,13,2.472405194410171,842,1
Male,White,66,13,21,2.616088676053957,1284,1
Male,Black,45,1,20,3.012648811950894,1481,1
Male,Asian,58,10,20,3.060386458948697,1585,1
Female,Black,77,4,16,3.5949129805058915,701,0
Female,Black,65,14,21,2.4507318615046514,888,1
Male,Black,40,10,14,3.1347579954157423,1470,1
Non-binary,White,59,32,14,3.3925058299551525,1584,1
Male,Asian,31,34,17,2.344150539386591,450,1
Male,Hispanic,77,26,15,3.5331873190294285,836,1
Male,Other,41,22,18,3.4199234245285974,1139,1
Male,Black,32,12,16,2.212174347191766,1213,1
Male,White,51,17,14,3.3255702628357815,1508,1
Female,Black,56,9,18,3.0250492094074923,1069,1
Male,Asian,24,1,18,2.5988309892903416,1589,1
Male,Black,31,38,16,3.9513802613989393,409,1
Male,Other,43,18,12,2.48888391341794,1279,1
Male,White,79,37,17,3.299061899247055,912,1
